gene,diagonal_original,diagonal_stabilized,diagonal_shift,gershgorin_radius
CCT3,0.0,-0.48181182,-0.48181182,0.4318118
CCT4,0.0,-0.7201933,-0.7201933,0.6701933
CCT6A,0.0,-0.5059759,-0.5059759,0.4559759
CCT6B,0.0,-0.5858234,-0.5858234,0.5358234
CCT7,0.0,-0.61878604,-0.61878604,0.568786
CD151,0.0,-0.44454706,-0.44454706,0.39454705
CD27,0.0,-0.58816713,-0.58816713,0.5381671
CD274,0.0,-0.5108094,-0.5108094,0.4608094
CD276,0.0,-0.62675315,-0.62675315,0.57675314
CD2AP,0.0,-0.52522284,-0.52522284,0.47522286
CD46,0.0,-0.52740973,-0.52740973,0.47740972
CD47,0.0,-0.6219365,-0.6219365,0.5719365
CD59,0.0,-0.46421137,-0.46421137,0.41421136
CD7,0.0,-0.29676116,-0.29676116,0.24676114
CD82,0.0,-0.44179296,-0.44179296,0.39179295
CD9,0.0,-0.63415235,-0.63415235,0.58415234
CD93,0.0,-0.6995623,-0.6995623,0.6495623
CD99L2,0.0,-0.51525,-0.51525,0.46525002
CDAN1,0.0,-0.6875629,-0.6875629,0.6375629
CDC123,0.0,-0.43493575,-0.43493575,0.38493574
CDC14A,0.0,-0.44768628,-0.44768628,0.39768627
CDC14B,0.0,-0.40411526,-0.40411526,0.35411525
CDC20,0.0,-0.7446734,-0.7446734,0.69467336
CDC20B,0.0,-0.8035623,-0.8035623,0.7535623
CDC23,0.0,-0.73529714,-0.73529714,0.68529713
CDC25A,0.0,-0.49853364,-0.49853364,0.44853362
CDC25B,0.0,-0.5284858,-0.5284858,0.47848576
CDC25C,0.0,-0.7126326,-0.7126326,0.6626326
CDC26,0.0,-0.71646804,-0.71646804,0.666468
CDC27,0.0,-0.35095933,-0.35095933,0.30095932
CDC34,0.0,-0.5529319,-0.5529319,0.5029319
CDC42BPA,0.0,-0.5472331,-0.5472331,0.4972331
CDC42BPB,0.0,-0.78343475,-0.78343475,0.73343474
CDC42BPG,0.0,-0.3537944,-0.3537944,0.30379438
CDC42EP1,0.0,-0.55097145,-0.55097145,0.50097144
CDC42EP3,0.0,-0.3763453,-0.3763453,0.3263453
CDC6,0.0,-0.5070273,-0.5070273,0.45702732
CDCA3,0.0,-0.82231295,-0.82231295,0.77231294
CDCA4,0.0,-0.75158435,-0.75158435,0.70158434
CDCA5,0.0,-0.67276603,-0.67276603,0.622766
CDCA7L,0.0,-0.5590021,-0.5590021,0.5090021
CDCA8,0.0,-0.75773865,-0.75773865,0.70773864
CDCP1,0.0,-0.35305637,-0.35305637,0.30305636
CDCP2,0.0,-0.336855,-0.336855,0.28685498
CDH11,0.0,-0.49072605,-0.49072605,0.44072604
CDH2,0.0,-0.49880373,-0.49880373,0.44880372
CDH22,0.0,-0.42506334,-0.42506334,0.37506333
CDH24,0.0,-0.37694553,-0.37694553,0.3269455
CDH4,0.0,-0.3254103,-0.3254103,0.2754103
CDHR2,0.0,-0.39604986,-0.39604986,0.34604985
CDIP1,0.0,-0.36474326,-0.36474326,0.31474325
CDK1,0.0,-0.70700485,-0.70700485,0.65700483
CDK10,0.0,-0.76889277,-0.76889277,0.71889275
CDK11A,0.0,-0.47263277,-0.47263277,0.42263275
CDK11B,0.0,-0.7454836,-0.7454836,0.69548357
CDK12,0.0,-0.71952957,-0.71952957,0.66952956
CDK13,0.0,-0.7941887,-0.7941887,0.74418867
CDK14,0.0,-0.53723395,-0.53723395,0.48723394
CDK16,0.0,-0.46237844,-0.46237844,0.41237843
CDK17,0.0,-0.4115671,-0.4115671,0.36156708
CDK18,0.0,-0.3524084,-0.3524084,0.3024084
CDK19,0.0,-0.5876562,-0.5876562,0.5376562
CDK20,0.0,-0.36565998,-0.36565998,0.31565997
CDK2AP2,0.0,-0.5183366,-0.5183366,0.46833658
CDK4,0.0,-0.570878,-0.570878,0.520878
CDK5R1,0.0,-0.82847553,-0.82847553,0.7784755
CDK5RAP2,0.0,-0.5251151,-0.5251151,0.47511506
CDK6,0.0,-0.2905626,-0.2905626,0.2405626
CDK8,0.0,-0.39873603,-0.39873603,0.34873602
CDK9,0.0,-0.7314712,-0.7314712,0.68147117
CDKL1,0.0,-0.40086025,-0.40086025,0.35086024
CDKL3,0.0,-0.47551417,-0.47551417,0.42551416
CDKL5,0.0,-0.3629436,-0.3629436,0.31294358
CDKN2AIPNL,0.0,-0.8989176,-0.8989176,0.8489176
CDKN2B,0.0,-0.51701593,-0.51701593,0.46701592
CDKN2D,0.0,-0.6014027,-0.6014027,0.5514027
CDKN3,0.0,-1.1638398,-1.1638398,1.1138399
CDNF,0.0,-0.5016648,-0.5016648,0.45166484
CDPF1,0.0,-0.6826648,-0.6826648,0.6326648
CDR2,0.0,-0.6037963,-0.6037963,0.5537963
CDS2,0.0,-0.5768303,-0.5768303,0.5268303
CDSN,0.0,-0.32925192,-0.32925192,0.2792519
CDT1,0.0,-0.6497563,-0.6497563,0.5997563
CDV3,0.0,-0.42603,-0.42603,0.37603
CDYL,0.0,-0.4917013,-0.4917013,0.4417013
CDYL2,0.0,-0.47727543,-0.47727543,0.42727542
CEACAM20,0.0,-0.45025763,-0.45025763,0.40025762
CEBPB,0.0,-0.508457,-0.508457,0.458457
CEBPD,0.0,-0.6563098,-0.6563098,0.6063098
CEBPG,0.0,-0.69138616,-0.69138616,0.64138615
CECR2,0.0,-0.5143193,-0.5143193,0.46431932
CELF1,0.0,-0.50743634,-0.50743634,0.45743635
CELF5,0.0,-0.33517352,-0.33517352,0.2851735
CELF6,0.0,-0.49050957,-0.49050957,0.44050956
CELSR1,0.0,-0.7136466,-0.7136466,0.6636466
CELSR3,0.0,-0.5544476,-0.5544476,0.5044476
CEMIP,0.0,-0.70482653,-0.70482653,0.6548265
CEMP1,0.0,-0.38541415,-0.38541415,0.33541414
CENPB,0.0,-0.7265311,-0.7265311,0.6765311
CENPBD2P,0.0,-0.6009808,-0.6009808,0.5509808
CENPF,0.0,-0.66326,-0.66326,0.61326
CENPJ,0.0,-0.38420957,-0.38420957,0.33420956
CENPK,0.0,-0.78291297,-0.78291297,0.73291296
CENPL,0.0,-0.81099814,-0.81099814,0.76099813
CENPM,0.0,-0.65527016,-0.65527016,0.60527015
CENPN,0.0,-0.62269324,-0.62269324,0.5726932
CENPO,0.0,-0.5841271,-0.5841271,0.5341271
CENPT,0.0,-0.73328775,-0.73328775,0.68328774
CENPU,0.0,-0.67680824,-0.67680824,0.6268082
CENPV,0.0,-0.5735776,-0.5735776,0.5235776
CEP104,0.0,-0.6016895,-0.6016895,0.5516895
CEP131,0.0,-0.62807655,-0.62807655,0.57807654
CEP135,0.0,-0.79060537,-0.79060537,0.74060535
CEP152,0.0,-0.52651566,-0.52651566,0.47651568
CEP162,0.0,-0.44823247,-0.44823247,0.39823246
CEP170,0.0,-0.42108166,-0.42108166,0.37108165
CEP170B,0.0,-0.6809291,-0.6809291,0.6309291
CEP19,0.0,-0.92911893,-0.92911893,0.8791189
CEP192,0.0,-0.80881256,-0.80881256,0.75881255
CEP250,0.0,-0.62637347,-0.62637347,0.57637346
CEP295NL,0.0,-0.3465371,-0.3465371,0.2965371
CEP44,0.0,-0.51060504,-0.51060504,0.46060506
CEP55,0.0,-0.75097674,-0.75097674,0.7009767
CEP57L1,0.0,-0.44838566,-0.44838566,0.39838564
CEP63,0.0,-0.65002495,-0.65002495,0.60002494
CEP68,0.0,-0.44448397,-0.44448397,0.39448395
CEP70,0.0,-0.50302637,-0.50302637,0.45302635
CEP72,0.0,-0.8221397,-0.8221397,0.77213967
CEP76,0.0,-0.61697334,-0.61697334,0.5669733
CEP89,0.0,-0.4598706,-0.4598706,0.4098706
CEP95,0.0,-0.6961517,-0.6961517,0.64615166
CEP97,0.0,-0.47355893,-0.47355893,0.42355892
CERCAM,0.0,-0.5880394,-0.5880394,0.5380394
CERK,0.0,-0.4203049,-0.4203049,0.37030488
CERS2,0.0,-0.5528706,-0.5528706,0.50287056
CERS3,0.0,-0.4796319,-0.4796319,0.4296319
CERS4,0.0,-0.4483576,-0.4483576,0.3983576
CERS5,0.0,-0.4603697,-0.4603697,0.4103697
CERS6,0.0,-0.42269963,-0.42269963,0.37269962
CES1P1,0.0,-0.51157,-0.51157,0.46156996
CES2,0.0,-0.8371764,-0.8371764,0.7871764
CETN1,0.0,-0.3600868,-0.3600868,0.3100868
CETN2,0.0,-0.77396566,-0.77396566,0.72396564
CETN3,0.0,-0.5626649,-0.5626649,0.5126649
CFAP20,0.0,-0.6543258,-0.6543258,0.6043258
CFAP43,0.0,-0.50287974,-0.50287974,0.45287976
CFAP44,0.0,-0.44842166,-0.44842166,0.39842165
CFAP46,0.0,-0.31360117,-0.31360117,0.26360115
CFAP58,0.0,-0.40423277,-0.40423277,0.35423276
CFAP69,0.0,-0.5245002,-0.5245002,0.47450018
CFAP74,0.0,-0.91804653,-0.91804653,0.8680465
CFAP99,0.0,-0.37019515,-0.37019515,0.32019514
CFB,0.0,-0.3213141,-0.3213141,0.27131408
CFDP1,0.0,-0.77387387,-0.77387387,0.72387385
CFL1,0.0,-0.5918638,-0.5918638,0.5418638
CFL2,0.0,-0.44439608,-0.44439608,0.39439607
CFLAR,0.0,-0.59518605,-0.59518605,0.54518604
CFTR,0.0,-0.35909683,-0.35909683,0.3090968
CGNL1,0.0,-0.3941061,-0.3941061,0.34410608
CGREF1,0.0,-0.4554507,-0.4554507,0.4054507
CGRRF1,0.0,-0.87521654,-0.87521654,0.82521653
CH25H,0.0,-0.4296574,-0.4296574,0.3796574
CHAC1,0.0,-0.3748761,-0.3748761,0.3248761
CHAD,0.0,-0.23092164,-0.23092164,0.18092164
CHAF1B,0.0,-0.5032164,-0.5032164,0.45321637
CHAMP1,0.0,-1.0787594,-1.0787594,1.0287595
CHAT,0.0,-0.41717097,-0.41717097,0.36717096
CHCHD10,0.0,-0.6023539,-0.6023539,0.55235386
CHCHD2,0.0,-0.3162977,-0.3162977,0.2662977
CHCHD3,0.0,-0.5823618,-0.5823618,0.5323618
CHCHD6,0.0,-0.6115146,-0.6115146,0.5615146
CHCHD7,0.0,-0.72035664,-0.72035664,0.67035663
CHD1L,0.0,-0.46299905,-0.46299905,0.41299903
CHD4,0.0,-0.54977083,-0.54977083,0.49977085
CHD8,0.0,-0.49702978,-0.49702978,0.44702977
CHD9,0.0,-0.5072536,-0.5072536,0.45725358
CHDH,0.0,-0.5341528,-0.5341528,0.48415282
CHEK1,0.0,-0.49185058,-0.49185058,0.44185057
CHEK2,0.0,-0.5564265,-0.5564265,0.5064265
CHEK2P2,0.0,-0.36190167,-0.36190167,0.31190166
CHERP,0.0,-0.5418388,-0.5418388,0.4918388
CHFR,0.0,-0.57365483,-0.57365483,0.5236548
CHIC2,0.0,-0.47131616,-0.47131616,0.42131615
CHKA,0.0,-0.44859165,-0.44859165,0.39859164
CHKB,0.0,-0.5417679,-0.5417679,0.49176788
CHMP1A,0.0,-0.75993246,-0.75993246,0.70993245
CHMP1B,0.0,-0.66647595,-0.66647595,0.61647594
CHMP2A,0.0,-0.69475776,-0.69475776,0.64475775
CHMP2B,0.0,-0.534358,-0.534358,0.484358
CHMP5,0.0,-0.36698925,-0.36698925,0.31698924
CHMP6,0.0,-0.541814,-0.541814,0.49181402
CHN1,0.0,-0.40184924,-0.40184924,0.35184923
CHP1,0.0,-0.66616684,-0.66616684,0.61616683
CHPF,0.0,-0.51439154,-0.51439154,0.46439153
CHPF2,0.0,-0.5262358,-0.5262358,0.47623584
CHPT1,0.0,-0.46554148,-0.46554148,0.41554147
CHRD,0.0,-0.49345994,-0.49345994,0.44345993
CHRDL2,0.0,-0.37552708,-0.37552708,0.32552707
CHRNA4,0.0,-0.35372096,-0.35372096,0.30372095
CHRNA5,0.0,-0.88758975,-0.88758975,0.83758974
CHRNA7,0.0,-0.34398207,-0.34398207,0.29398206
CHRNB2,0.0,-0.36623153,-0.36623153,0.31623152
CHRND,0.0,-0.39828965,-0.39828965,0.34828964
CHST10,0.0,-0.39390942,-0.39390942,0.3439094
CHST11,0.0,-0.36134043,-0.36134043,0.31134042
CHST12,0.0,-0.41235903,-0.41235903,0.36235902
CHST14,0.0,-0.61046904,-0.61046904,0.56046903
CHST15,0.0,-0.34685904,-0.34685904,0.29685903
CHST2,0.0,-0.3630863,-0.3630863,0.3130863
CHST3,0.0,-0.26317057,-0.26317057,0.21317056
CHSY3,0.0,-0.57959324,-0.57959324,0.5295932
CHTF18,0.0,-0.61358,-0.61358,0.56358
CHTF8,0.0,-0.4162913,-0.4162913,0.36629128
CIAO1,0.0,-0.511822,-0.511822,0.46182197
CIAPIN1,0.0,-0.7079261,-0.7079261,0.6579261
CIART,0.0,-0.3436425,-0.3436425,0.2936425
CIB1,0.0,-0.56935877,-0.56935877,0.51935875
CIB2,0.0,-0.5294478,-0.5294478,0.47944778
CIC,0.0,-0.37563574,-0.37563574,0.32563573
CIDEA,0.0,-0.6711914,-0.6711914,0.6211914
CIDEB,0.0,-0.25679225,-0.25679225,0.20679224
CINP,0.0,-0.77519304,-0.77519304,0.725193
CIPC,0.0,-0.4461193,-0.4461193,0.3961193
CISD1,0.0,-0.43225384,-0.43225384,0.38225383
CISH,0.0,-0.5514465,-0.5514465,0.5014465
CITED2,0.0,-0.47351715,-0.47351715,0.42351714
CIZ1,0.0,-0.487391,-0.487391,0.43739098
CKAP2L,0.0,-0.7523808,-0.7523808,0.7023808
CKAP4,0.0,-0.56416523,-0.56416523,0.5141652
CKB,0.0,-0.5589108,-0.5589108,0.5089108
CKM,0.0,-0.64352256,-0.64352256,0.59352255
CKS1B,0.0,-0.48144922,-0.48144922,0.4314492
CLASP1,0.0,-0.5204296,-0.5204296,0.4704296
CLASRP,0.0,-0.3962624,-0.3962624,0.3462624
CLCN3,0.0,-0.61940473,-0.61940473,0.5694047
CLCN4,0.0,-0.336814,-0.336814,0.28681397
CLCN6,0.0,-0.5577364,-0.5577364,0.5077364
CLDN1,0.0,-0.40852594,-0.40852594,0.35852593
CLDN11,0.0,-0.50248075,-0.50248075,0.45248073
CLDN14,0.0,-0.5267733,-0.5267733,0.4767733
CLDN18,0.0,-0.55581397,-0.55581397,0.50581396
CLDN23,0.0,-0.49239907,-0.49239907,0.44239905
CLDN6,0.0,-0.3618936,-0.3618936,0.31189358
CLDN9,0.0,-0.4712914,-0.4712914,0.42129138
CLDND1,0.0,-0.5640376,-0.5640376,0.5140376
CLEC11A,0.0,-0.5063389,-0.5063389,0.45633888
CLEC14A,0.0,-0.71162355,-0.71162355,0.66162354
CLHC1,0.0,-0.49564505,-0.49564505,0.44564503
CLIC1,0.0,-0.7126127,-0.7126127,0.6626127
CLIC3,0.0,-0.41238594,-0.41238594,0.36238593
CLIC4,0.0,-0.33346778,-0.33346778,0.28346777
CLIC5,0.0,-0.4829682,-0.4829682,0.4329682
CLIC6,0.0,-0.16814367,-0.16814367,0.11814368
CLINT1,0.0,-0.59754276,-0.59754276,0.54754275
CLIP1,0.0,-0.5501488,-0.5501488,0.5001488
CLIP2,0.0,-0.50161195,-0.50161195,0.45161194
CLIP4,0.0,-0.24362977,-0.24362977,0.19362977
CLK3,0.0,-0.32567355,-0.32567355,0.27567354
CLMN,0.0,-0.4901625,-0.4901625,0.44016248
CLN3,0.0,-0.71779484,-0.71779484,0.6677948
CLN5,0.0,-1.2429616,-1.2429616,1.1929617
CLN6,0.0,-0.5002882,-0.5002882,0.45028818
CLN8,0.0,-0.4670669,-0.4670669,0.4170669
CLOCK,0.0,-0.41718185,-0.41718185,0.36718184
CLP1,0.0,-0.39532703,-0.39532703,0.34532702
CLPB,0.0,-0.42638636,-0.42638636,0.37638634
CLPP,0.0,-0.8124753,-0.8124753,0.7624753
CLPSL2,0.0,-0.4729649,-0.4729649,0.4229649
CLPTM1,0.0,-0.52022463,-0.52022463,0.47022462
CLPTM1L,0.0,-0.8605072,-0.8605072,0.8105072
CLPX,0.0,-0.8206045,-0.8206045,0.7706045
CLSPN,0.0,-0.30988124,-0.30988124,0.25988123
CLSTN2,0.0,-0.4686004,-0.4686004,0.41860038
CLTA,0.0,-0.954009,-0.954009,0.904009
CLTCL1,0.0,-0.32522893,-0.32522893,0.27522892
CLU,0.0,-0.4647457,-0.4647457,0.4147457
CLUAP1,0.0,-0.544887,-0.544887,0.494887
CLUH,0.0,-0.52021515,-0.52021515,0.47021517
CMPK2,0.0,-0.7012899,-0.7012899,0.6512899
CMSS1,0.0,-0.6035916,-0.6035916,0.5535916
CMTM1,0.0,-0.40748078,-0.40748078,0.35748076
CMTM3,0.0,-0.53461856,-0.53461856,0.48461854
CMTM4,0.0,-0.7264654,-0.7264654,0.6764654
CMTM8,0.0,-0.5317474,-0.5317474,0.48174742
CMTR1,0.0,-0.44634295,-0.44634295,0.39634293
CMTR2,0.0,-0.71982825,-0.71982825,0.66982824
CMYA5,0.0,-0.25792667,-0.25792667,0.20792666
CNDP2,0.0,-0.66618484,-0.66618484,0.61618483
CNEP1R1,0.0,-0.57906425,-0.57906425,0.52906424
CNIH1,0.0,-0.4680311,-0.4680311,0.4180311
CNIH2,0.0,-0.6073178,-0.6073178,0.5573178
CNKSR1,0.0,-0.47357962,-0.47357962,0.4235796
CNKSR2,0.0,-0.33399385,-0.33399385,0.28399384
CNKSR3,0.0,-0.45328993,-0.45328993,0.4032899
CNN3,0.0,-0.36351287,-0.36351287,0.31351286
CNNM2,0.0,-0.33068714,-0.33068714,0.28068712
CNNM3,0.0,-0.45689607,-0.45689607,0.40689605
CNNM4,0.0,-0.43305117,-0.43305117,0.38305116
CNOT1,0.0,-0.86946553,-0.86946553,0.8194655
CNOT11,0.0,-0.5671402,-0.5671402,0.5171402
CNOT2,0.0,-0.6269115,-0.6269115,0.5769115
CNOT6,0.0,-0.65487105,-0.65487105,0.60487103
CNOT6L,0.0,-0.6254712,-0.6254712,0.57547116
CNOT7,0.0,-0.7259768,-0.7259768,0.6759768
CNOT8,0.0,-0.6340502,-0.6340502,0.5840502
CNPPD1,0.0,-0.67050296,-0.67050296,0.62050295
CNPY1,0.0,-0.36902228,-0.36902228,0.31902227
CNPY2,0.0,-0.4612009,-0.4612009,0.41120088
CNPY4,0.0,-0.49643192,-0.49643192,0.4464319
CNST,0.0,-0.65476644,-0.65476644,0.6047664
CNTD1,0.0,-0.47949654,-0.47949654,0.42949653
CNTD2,0.0,-0.3551256,-0.3551256,0.3051256
CNTFR,0.0,-0.44262236,-0.44262236,0.39262235
CNTLN,0.0,-0.40130112,-0.40130112,0.3513011
CNTN1,0.0,-0.45874995,-0.45874995,0.40874994
CNTN4,0.0,-0.3317597,-0.3317597,0.28175968
CNTN5,0.0,-0.3406204,-0.3406204,0.2906204
CNTNAP2,0.0,-0.4417737,-0.4417737,0.3917737
CNTROB,0.0,-0.4375518,-0.4375518,0.38755178
COA1,0.0,-0.58536583,-0.58536583,0.5353658
COA4,0.0,-0.48980054,-0.48980054,0.43980053
COA6,0.0,-0.6092929,-0.6092929,0.5592929
COASY,0.0,-0.38291436,-0.38291436,0.33291435
COBL,0.0,-0.4614035,-0.4614035,0.41140348
COBLL1,0.0,-0.47856462,-0.47856462,0.4285646
COCH,0.0,-0.31465796,-0.31465796,0.26465794
COG1,0.0,-0.601107,-0.601107,0.551107
COG2,0.0,-0.69004095,-0.69004095,0.64004093
COG4,0.0,-0.8911768,-0.8911768,0.8411768
COG7,0.0,-0.6772871,-0.6772871,0.6272871
COG8,0.0,-0.65121156,-0.65121156,0.60121155
COL11A1,0.0,-0.69928515,-0.69928515,0.64928514
COL11A2,0.0,-0.55688834,-0.55688834,0.50688833
COL12A1,0.0,-0.6612829,-0.6612829,0.6112829
COL14A1,0.0,-0.41607893,-0.41607893,0.3660789
COL1A2,0.0,-0.6446912,-0.6446912,0.5946912
COL22A1,0.0,-0.41609815,-0.41609815,0.36609814
COL24A1,0.0,-0.3826709,-0.3826709,0.3326709
COL25A1,0.0,-0.45308453,-0.45308453,0.40308452
COL27A1,0.0,-0.37807965,-0.37807965,0.32807964
COL2A1,0.0,-0.30758193,-0.30758193,0.25758192
COL4A4,0.0,-0.40436506,-0.40436506,0.35436505
COL4A5,0.0,-0.43910867,-0.43910867,0.38910866
COL8A2,0.0,-0.4739127,-0.4739127,0.42391267
COL9A1,0.0,-0.49905694,-0.49905694,0.44905692
COL9A2,0.0,-0.47901797,-0.47901797,0.42901796
COL9A3,0.0,-0.45074248,-0.45074248,0.40074247
COLEC11,0.0,-0.35931998,-0.35931998,0.30931997
COLEC12,0.0,-0.37702197,-0.37702197,0.32702196
COLGALT1,0.0,-0.5124342,-0.5124342,0.46243417
COMMD10,0.0,-0.35418338,-0.35418338,0.30418336
COMMD4,0.0,-0.93689233,-0.93689233,0.8868923
COMMD5,0.0,-0.72907895,-0.72907895,0.67907894
COMMD6,0.0,-0.48891884,-0.48891884,0.43891883
COMMD8,0.0,-0.30384818,-0.30384818,0.25384817
COMTD1,0.0,-0.7227641,-0.7227641,0.67276406
COPB2,0.0,-0.71024984,-0.71024984,0.6602498
COPE,0.0,-0.5561747,-0.5561747,0.5061747
COPG2,0.0,-0.42703554,-0.42703554,0.37703553
COPS3,0.0,-0.7387998,-0.7387998,0.6887998
COPS4,0.0,-0.56033057,-0.56033057,0.51033056
COPS6,0.0,-0.94693196,-0.94693196,0.89693195
COPS7B,0.0,-0.6239182,-0.6239182,0.57391816
COQ10A,0.0,-0.4741571,-0.4741571,0.42415708
COQ10B,0.0,-0.9292831,-0.9292831,0.8792831
COQ3,0.0,-0.47338107,-0.47338107,0.42338106
COQ6,0.0,-0.60435253,-0.60435253,0.5543525
COQ7,0.0,-0.3777407,-0.3777407,0.3277407
COQ9,0.0,-0.9001352,-0.9001352,0.8501352
CORO1A,0.0,-0.46064818,-0.46064818,0.41064817
CORO1B,0.0,-0.4806433,-0.4806433,0.4306433
CORO2A,0.0,-0.5486386,-0.5486386,0.4986386
COX11,0.0,-0.48540318,-0.48540318,0.43540317
COX14,0.0,-0.48763132,-0.48763132,0.4376313
COX16,0.0,-0.631214,-0.631214,0.581214
COX17,0.0,-0.5412403,-0.5412403,0.49124026
COX18,0.0,-0.38169372,-0.38169372,0.3316937
COX19,0.0,-0.40835646,-0.40835646,0.35835645
COX20,0.0,-0.5119456,-0.5119456,0.4619456
COX4I1,0.0,-0.95217055,-0.95217055,0.90217054
COX5B,0.0,-0.5571783,-0.5571783,0.5071783
COX6B1,0.0,-0.75637275,-0.75637275,0.70637274
COX7C,0.0,-0.47634774,-0.47634774,0.42634773
COX8A,0.0,-0.50957996,-0.50957996,0.45957997
CPA1,0.0,-0.38333905,-0.38333905,0.33333904
CPAMD8,0.0,-0.43766522,-0.43766522,0.3876652
CPB2,0.0,-0.36838126,-0.36838126,0.31838125
CPE,0.0,-0.520545,-0.520545,0.470545
CPEB2,0.0,-0.44640413,-0.44640413,0.39640412
CPEB3,0.0,-0.39329696,-0.39329696,0.34329695
CPEB4,0.0,-0.44884104,-0.44884104,0.39884102
CPM,0.0,-0.5897779,-0.5897779,0.5397779
CPN2,0.0,-0.39308906,-0.39308906,0.34308904
CPNE1,0.0,-0.8652503,-0.8652503,0.8152503
CPNE2,0.0,-0.42580914,-0.42580914,0.37580913
CPNE5,0.0,-0.55304176,-0.55304176,0.50304174
CPNE7,0.0,-0.4369682,-0.4369682,0.3869682
CPNE9,0.0,-0.33096418,-0.33096418,0.28096417
CPPED1,0.0,-0.44919991,-0.44919991,0.3991999
CPQ,0.0,-0.4241261,-0.4241261,0.37412608
CPSF2,0.0,-0.5374022,-0.5374022,0.4874022
CPSF3,0.0,-0.55682105,-0.55682105,0.50682104
CPSF7,0.0,-0.4262867,-0.4262867,0.3762867
CPT1A,0.0,-0.5358665,-0.5358665,0.4858665
CPT1B,0.0,-0.39243686,-0.39243686,0.34243685
CPT1C,0.0,-0.50196487,-0.50196487,0.45196486
CPTP,0.0,-0.6704144,-0.6704144,0.6204144
CRABP1,0.0,-0.2551257,-0.2551257,0.2051257
CRABP2,0.0,-0.3728548,-0.3728548,0.3228548
CRACR2A,0.0,-0.40607256,-0.40607256,0.35607255
CRAT,0.0,-0.6185584,-0.6185584,0.5685584
CRB1,0.0,-0.35252622,-0.35252622,0.3025262
CRBN,0.0,-0.52849406,-0.52849406,0.47849405
CRCP,0.0,-0.7621199,-0.7621199,0.7121199
CREB1,0.0,-0.64449364,-0.64449364,0.5944936
CREB3,0.0,-0.6072806,-0.6072806,0.5572806
CREB3L1,0.0,-0.45162082,-0.45162082,0.4016208
CREB3L4,0.0,-0.45631787,-0.45631787,0.40631786
CREBBP,0.0,-0.6203328,-0.6203328,0.57033277
CREBRF,0.0,-0.65360117,-0.65360117,0.60360116
CRHR1,0.0,-0.60312563,-0.60312563,0.5531256
CRIM1,0.0,-0.35860205,-0.35860205,0.30860204
CRIP1,0.0,-0.36196423,-0.36196423,0.3119642
CRIPT,0.0,-0.5398074,-0.5398074,0.48980737
CRISPLD1,0.0,-0.36358395,-0.36358395,0.31358394
CRK,0.0,-0.5857337,-0.5857337,0.5357337
CRKL,0.0,-1.0563436,-1.0563436,1.0063436
CRLF1,0.0,-0.5153886,-0.5153886,0.4653886
CRLS1,0.0,-0.5543986,-0.5543986,0.5043986
CRNKL1,0.0,-0.718594,-0.718594,0.668594
CROCCP2,0.0,-0.6391787,-0.6391787,0.5891787
CROT,0.0,-0.42151165,-0.42151165,0.37151164
CRTAC1,0.0,-0.4231197,-0.4231197,0.37311968
CRTAP,0.0,-0.34192973,-0.34192973,0.29192972
CRTC2,0.0,-0.43846285,-0.43846285,0.38846284
CRY2,0.0,-0.6369689,-0.6369689,0.5869689
CRYAA,0.0,-0.6582597,-0.6582597,0.6082597
CRYAB,0.0,-0.32271314,-0.32271314,0.27271312
CRYGN,0.0,-0.34538138,-0.34538138,0.29538137
CRYL1,0.0,-0.54597366,-0.54597366,0.49597365
CRYM,0.0,-0.45168376,-0.45168376,0.40168375
CRYZL1,0.0,-0.4524182,-0.4524182,0.4024182
CSAD,0.0,-0.46594593,-0.46594593,0.41594592
CSE1L,0.0,-0.7842992,-0.7842992,0.7342992
CSGALNACT1,0.0,-0.5269986,-0.5269986,0.47699857
CSNK1A1,0.0,-0.527001,-0.527001,0.477001
CSNK1D,0.0,-0.69294554,-0.69294554,0.6429455
CSNK1G1,0.0,-0.69208926,-0.69208926,0.64208925
CSNK1G2,0.0,-0.6556504,-0.6556504,0.60565037
CSNK1G3,0.0,-0.47658205,-0.47658205,0.42658204
CSNK2A2,0.0,-0.7475717,-0.7475717,0.6975717
CSPG5,0.0,-0.4065016,-0.4065016,0.35650158
CSPP1,0.0,-0.9925745,-0.9925745,0.9425745
CSRNP1,0.0,-0.6691872,-0.6691872,0.6191872
CSRNP2,0.0,-0.42902124,-0.42902124,0.37902123
CSRP1,0.0,-0.54129434,-0.54129434,0.49129432
CSRP2,0.0,-0.3754454,-0.3754454,0.32544538
CSRP3,0.0,-0.49153185,-0.49153185,0.44153184
CST3,0.0,-0.31572568,-0.31572568,0.26572567
CST6,0.0,-0.39493665,-0.39493665,0.34493664
CSTB,0.0,-0.56007695,-0.56007695,0.51007694
CSTF1,0.0,-0.44229555,-0.44229555,0.39229554
CSTF2,0.0,-0.73547095,-0.73547095,0.68547094
CSTF3,0.0,-0.7771073,-0.7771073,0.7271073
CT62,0.0,-0.3653738,-0.3653738,0.31537378
CTBP1,0.0,-0.4775231,-0.4775231,0.42752308
CTBP2,0.0,-0.44307563,-0.44307563,0.39307562
CTC1,0.0,-0.537127,-0.537127,0.487127
CTCF,0.0,-0.7834371,-0.7834371,0.73343706
CTCFL,0.0,-0.8255703,-0.8255703,0.7755703
CTDNEP1,0.0,-0.619149,-0.619149,0.569149
CTDP1,0.0,-0.47700715,-0.47700715,0.42700714
