gene,diagonal_original,diagonal_stabilized,diagonal_shift,gershgorin_radius
DPH2,0.0,-0.8059061,-0.8059061,0.7559061
DPH6,0.0,-0.48532212,-0.48532212,0.4353221
DPH7,0.0,-0.5417582,-0.5417582,0.49175817
DPM1,0.0,-0.47478333,-0.47478333,0.42478332
DPM3,0.0,-0.47047544,-0.47047544,0.42047542
DPP10,0.0,-0.35842848,-0.35842848,0.30842847
DPP6,0.0,-0.33411276,-0.33411276,0.28411275
DPP7,0.0,-0.48684448,-0.48684448,0.43684447
DPP9,0.0,-0.41907412,-0.41907412,0.3690741
DPPA2,0.0,-0.4529449,-0.4529449,0.4029449
DPPA5,0.0,-0.28868207,-0.28868207,0.23868208
DPY19L1,0.0,-0.44972312,-0.44972312,0.3997231
DPY19L2,0.0,-0.3371362,-0.3371362,0.2871362
DPY19L2P2,0.0,-0.49592304,-0.49592304,0.44592303
DPY19L2P4,0.0,-0.4053163,-0.4053163,0.35531628
DPY19L3,0.0,-0.5112063,-0.5112063,0.46120632
DPY19L4,0.0,-0.8807166,-0.8807166,0.8307166
DPY30,0.0,-0.43810946,-0.43810946,0.38810945
DPYSL2,0.0,-0.44815892,-0.44815892,0.3981589
DPYSL3,0.0,-0.5347677,-0.5347677,0.4847677
DPYSL5,0.0,-0.4246988,-0.4246988,0.3746988
DRAP1,0.0,-0.5446566,-0.5446566,0.49465656
DRAXIN,0.0,-0.30344746,-0.30344746,0.25344744
DRC1,0.0,-0.42386818,-0.42386818,0.37386817
DRD2,0.0,-0.30105937,-0.30105937,0.25105935
DRD4,0.0,-0.57574856,-0.57574856,0.52574855
DRD5,0.0,-0.3451582,-0.3451582,0.29515818
DRG2,0.0,-0.73928684,-0.73928684,0.6892868
DROSHA,0.0,-0.5900642,-0.5900642,0.5400642
DSC3,0.0,-0.34181976,-0.34181976,0.29181975
DSCAM,0.0,-0.5008382,-0.5008382,0.4508382
DSCAML1,0.0,-0.34335998,-0.34335998,0.29335997
DSCC1,0.0,-0.46610376,-0.46610376,0.41610375
DSE,0.0,-0.43313947,-0.43313947,0.38313946
DSN1,0.0,-0.5474136,-0.5474136,0.49741358
DSTYK,0.0,-0.39060453,-0.39060453,0.3406045
DTD1,0.0,-0.777693,-0.777693,0.72769296
DTD2,0.0,-0.57305413,-0.57305413,0.5230541
DTNA,0.0,-0.5773967,-0.5773967,0.5273967
DTNB,0.0,-0.4199992,-0.4199992,0.3699992
DTNBP1,0.0,-0.53017426,-0.53017426,0.48017424
DTWD1,0.0,-0.36614582,-0.36614582,0.3161458
DTWD2,0.0,-0.7284871,-0.7284871,0.67848706
DTX1,0.0,-0.3280686,-0.3280686,0.2780686
DTX3L,0.0,-0.5189074,-0.5189074,0.46890742
DTX4,0.0,-0.37424487,-0.37424487,0.32424486
DTYMK,0.0,-0.5918074,-0.5918074,0.5418074
DUOX1,0.0,-0.35313976,-0.35313976,0.30313975
DUOX2,0.0,-0.3408009,-0.3408009,0.2908009
DUOXA1,0.0,-0.3904388,-0.3904388,0.34043878
DUS1L,0.0,-0.7073683,-0.7073683,0.6573683
DUS2,0.0,-0.91021854,-0.91021854,0.8602185
DUSP1,0.0,-0.5463206,-0.5463206,0.4963206
DUSP10,0.0,-0.4420966,-0.4420966,0.39209658
DUSP11,0.0,-0.5698713,-0.5698713,0.5198713
DUSP12,0.0,-0.5842115,-0.5842115,0.5342115
DUSP13,0.0,-0.44746575,-0.44746575,0.39746574
DUSP15,0.0,-0.37071753,-0.37071753,0.3207175
DUSP16,0.0,-0.5538387,-0.5538387,0.50383866
DUSP2,0.0,-0.4364772,-0.4364772,0.3864772
DUSP22,0.0,-0.363762,-0.363762,0.31376198
DUSP23,0.0,-0.57867956,-0.57867956,0.52867955
DUSP3,0.0,-0.46636724,-0.46636724,0.41636723
DUSP4,0.0,-0.500922,-0.500922,0.45092204
DUSP5,0.0,-0.63044393,-0.63044393,0.5804439
DUSP7,0.0,-0.30790722,-0.30790722,0.2579072
DUSP8,0.0,-0.41352227,-0.41352227,0.36352226
DUSP9,0.0,-0.33568144,-0.33568144,0.28568143
DUT,0.0,-0.6129982,-0.6129982,0.5629982
DVL3,0.0,-0.665013,-0.665013,0.615013
DXO,0.0,-0.7857608,-0.7857608,0.7357608
DYNC1H1,0.0,-0.51877856,-0.51877856,0.46877855
DYNC1I2,0.0,-0.46784234,-0.46784234,0.41784233
DYNC1LI2,0.0,-0.9128882,-0.9128882,0.8628882
DYNLL1,0.0,-0.52245724,-0.52245724,0.47245723
DYNLRB2,0.0,-0.44582984,-0.44582984,0.39582983
DYNLT1,0.0,-0.82041115,-0.82041115,0.77041113
DYRK1A,0.0,-0.56818044,-0.56818044,0.51818043
DYRK2,0.0,-0.51825744,-0.51825744,0.46825743
DYRK3,0.0,-0.4062857,-0.4062857,0.3562857
DZANK1,0.0,-0.8292349,-0.8292349,0.7792349
DZIP1L,0.0,-0.45826253,-0.45826253,0.40826252
DZIP3,0.0,-0.35553172,-0.35553172,0.3055317
E2F2,0.0,-0.6755475,-0.6755475,0.62554747
E2F5,0.0,-0.7503214,-0.7503214,0.7003214
E2F6,0.0,-0.5228575,-0.5228575,0.47285748
E2F7,0.0,-0.63794506,-0.63794506,0.58794504
E2F8,0.0,-0.48054197,-0.48054197,0.43054196
EAF1,0.0,-0.6625436,-0.6625436,0.6125436
EARS2,0.0,-0.67670983,-0.67670983,0.6267098
EBAG9,0.0,-1.0374508,-1.0374508,0.9874508
EBNA1BP2,0.0,-0.7872408,-0.7872408,0.7372408
EBPL,0.0,-0.69479346,-0.69479346,0.64479345
ECD,0.0,-0.7705031,-0.7705031,0.7205031
ECE1,0.0,-0.58090687,-0.58090687,0.53090686
ECEL1,0.0,-0.55152327,-0.55152327,0.50152326
ECHDC3,0.0,-0.47061333,-0.47061333,0.42061332
ECHS1,0.0,-0.70236576,-0.70236576,0.65236574
ECI2,0.0,-0.3908086,-0.3908086,0.3408086
ECSIT,0.0,-0.8964886,-0.8964886,0.8464886
ECT2,0.0,-0.74797535,-0.74797535,0.69797534
ECT2L,0.0,-0.33817637,-0.33817637,0.28817636
EDARADD,0.0,-0.35510713,-0.35510713,0.30510712
EDEM1,0.0,-0.44971034,-0.44971034,0.39971033
EDEM2,0.0,-0.7875064,-0.7875064,0.7375064
EDIL3,0.0,-0.42644182,-0.42644182,0.3764418
EDN1,0.0,-0.3332674,-0.3332674,0.28326738
EDRF1,0.0,-0.7697708,-0.7697708,0.7197708
EEA1,0.0,-0.48606312,-0.48606312,0.4360631
EEF1A1,0.0,-0.59456056,-0.59456056,0.54456055
EEF1A2,0.0,-0.58239853,-0.58239853,0.5323985
EEF1B2,0.0,-0.43983126,-0.43983126,0.38983124
EEF1D,0.0,-0.6416176,-0.6416176,0.5916176
EEF1DP3,0.0,-0.34903327,-0.34903327,0.29903325
EEF1E1,0.0,-0.41553003,-0.41553003,0.36553
EEF1G,0.0,-0.49110183,-0.49110183,0.44110182
EEF2,0.0,-0.61647207,-0.61647207,0.56647205
EFCAB12,0.0,-0.38909596,-0.38909596,0.33909595
EFCAB13,0.0,-0.32805616,-0.32805616,0.27805614
EFCAB14,0.0,-0.613637,-0.613637,0.56363696
EFCAB6,0.0,-0.4925273,-0.4925273,0.4425273
EFCC1,0.0,-0.32941282,-0.32941282,0.2794128
EFEMP2,0.0,-0.6602115,-0.6602115,0.6102115
EFHC1,0.0,-0.45235956,-0.45235956,0.40235955
EFHD2,0.0,-0.5079257,-0.5079257,0.4579257
EFNA2,0.0,-0.37580845,-0.37580845,0.32580844
EFNA3,0.0,-0.34930724,-0.34930724,0.29930723
EFNA5,0.0,-0.39654583,-0.39654583,0.34654582
EFNB2,0.0,-0.51875365,-0.51875365,0.46875364
EFNB3,0.0,-0.38908413,-0.38908413,0.33908412
EFR3A,0.0,-0.5965395,-0.5965395,0.5465395
EFS,0.0,-0.2823219,-0.2823219,0.23232189
EFTUD2,0.0,-0.47116408,-0.47116408,0.42116407
EGFL7,0.0,-0.4354025,-0.4354025,0.3854025
EGFR,0.0,-0.3279457,-0.3279457,0.2779457
EGLN2,0.0,-0.4350098,-0.4350098,0.3850098
EGLN3,0.0,-0.47280642,-0.47280642,0.4228064
EGR1,0.0,-0.52474463,-0.52474463,0.47474462
EGR3,0.0,-0.73394966,-0.73394966,0.68394965
EGR4,0.0,-0.3775319,-0.3775319,0.32753187
EHD3,0.0,-0.51649463,-0.51649463,0.46649462
EHD4,0.0,-0.6219369,-0.6219369,0.5719369
EHHADH,0.0,-0.35882354,-0.35882354,0.30882353
EHMT1,0.0,-0.3467332,-0.3467332,0.2967332
EI24,0.0,-0.3824136,-0.3824136,0.33241358
EID1,0.0,-0.37728566,-0.37728566,0.32728565
EIF1B,0.0,-0.44250005,-0.44250005,0.39250004
EIF2A,0.0,-0.49453336,-0.49453336,0.44453335
EIF2AK2,0.0,-0.6813616,-0.6813616,0.6313616
EIF2AK4,0.0,-0.60802704,-0.60802704,0.558027
EIF2B2,0.0,-0.5499751,-0.5499751,0.49997512
EIF2B4,0.0,-0.8174804,-0.8174804,0.7674804
EIF2S1,0.0,-0.587037,-0.587037,0.537037
EIF2S2,0.0,-0.59056216,-0.59056216,0.54056215
EIF2S3,0.0,-0.39487278,-0.39487278,0.34487277
EIF3D,0.0,-0.8042895,-0.8042895,0.7542895
EIF3G,0.0,-0.80675673,-0.80675673,0.7567567
EIF3I,0.0,-1.010378,-1.010378,0.960378
EIF3J,0.0,-0.5623496,-0.5623496,0.5123496
EIF3K,0.0,-0.7515741,-0.7515741,0.7015741
EIF3L,0.0,-0.6790399,-0.6790399,0.6290399
EIF4A1,0.0,-0.3955641,-0.3955641,0.3455641
EIF4A3,0.0,-0.70278,-0.70278,0.65278
EIF4B,0.0,-0.8172963,-0.8172963,0.7672963
EIF4E1B,0.0,-0.38466465,-0.38466465,0.33466464
EIF4E2,0.0,-0.57637703,-0.57637703,0.526377
EIF4E3,0.0,-0.44192806,-0.44192806,0.39192805
EIF4EBP1,0.0,-0.4615675,-0.4615675,0.41156748
EIF4EBP2,0.0,-0.7885307,-0.7885307,0.7385307
EIF4EBP3,0.0,-0.3942556,-0.3942556,0.3442556
EIF4ENIF1,0.0,-0.69208497,-0.69208497,0.64208496
EIF4G2,0.0,-0.46966618,-0.46966618,0.41966617
EIF4G3,0.0,-0.46964416,-0.46964416,0.41964415
EIF4H,0.0,-0.56802464,-0.56802464,0.5180246
EIF5,0.0,-0.5887166,-0.5887166,0.5387166
EIF5A,0.0,-0.6122057,-0.6122057,0.5622057
EIF5A2,0.0,-0.28231534,-0.28231534,0.23231533
EIF6,0.0,-0.7972163,-0.7972163,0.7472163
ELAC1,0.0,-0.4118489,-0.4118489,0.3618489
ELAC2,0.0,-0.7580302,-0.7580302,0.70803016
ELAVL1,0.0,-0.57530755,-0.57530755,0.52530754
ELK3,0.0,-0.58744663,-0.58744663,0.5374466
ELL,0.0,-0.4683773,-0.4683773,0.41837728
ELL2,0.0,-0.50877684,-0.50877684,0.45877683
ELMO3,0.0,-0.5245786,-0.5245786,0.47457856
ELMOD1,0.0,-0.3689158,-0.3689158,0.31891578
ELMOD3,0.0,-0.44445914,-0.44445914,0.39445913
ELMSAN1,0.0,-0.54357696,-0.54357696,0.49357694
ELN,0.0,-0.42486358,-0.42486358,0.37486356
ELOF1,0.0,-0.8097187,-0.8097187,0.7597187
ELOVL1,0.0,-0.8344373,-0.8344373,0.7844373
ELOVL2,0.0,-0.29780054,-0.29780054,0.24780053
ELOVL4,0.0,-0.29300413,-0.29300413,0.24300411
ELOVL5,0.0,-0.35378608,-0.35378608,0.30378607
ELOVL6,0.0,-0.5619606,-0.5619606,0.51196057
ELP2,0.0,-0.5021971,-0.5021971,0.45219707
ELP3,0.0,-0.86215305,-0.86215305,0.81215304
ELP5,0.0,-0.5241269,-0.5241269,0.47412688
ELP6,0.0,-0.8406048,-0.8406048,0.79060477
EMC1,0.0,-0.7836216,-0.7836216,0.7336216
EMC10,0.0,-0.43492463,-0.43492463,0.38492462
EMC4,0.0,-0.7665537,-0.7665537,0.7165537
EMC6,0.0,-0.585792,-0.585792,0.535792
EMC7,0.0,-0.9231157,-0.9231157,0.87311566
EMC8,0.0,-0.7402443,-0.7402443,0.6902443
EMD,0.0,-0.6484133,-0.6484133,0.5984133
EME2,0.0,-0.36010352,-0.36010352,0.3101035
EMID1,0.0,-0.5113196,-0.5113196,0.4613196
EML1,0.0,-0.41668823,-0.41668823,0.36668822
EML5,0.0,-0.55299777,-0.55299777,0.50299776
EML6,0.0,-0.34683117,-0.34683117,0.29683116
EMP2,0.0,-0.30277723,-0.30277723,0.25277722
EMP3,0.0,-0.37974668,-0.37974668,0.32974666
EMX1,0.0,-0.46597403,-0.46597403,0.41597402
EMX2OS,0.0,-0.3465647,-0.3465647,0.2965647
ENAH,0.0,-0.748755,-0.748755,0.69875497
ENC1,0.0,-0.54751146,-0.54751146,0.49751145
ENDOD1,0.0,-0.53628963,-0.53628963,0.48628965
ENDOV,0.0,-0.58374935,-0.58374935,0.53374934
ENGASE,0.0,-0.4412113,-0.4412113,0.3912113
ENKD1,0.0,-0.7002804,-0.7002804,0.6502804
ENO1,0.0,-0.6562188,-0.6562188,0.6062188
ENO2,0.0,-0.81888396,-0.81888396,0.76888394
ENO4,0.0,-0.41677868,-0.41677868,0.36677867
ENOPH1,0.0,-0.7807744,-0.7807744,0.7307744
ENOSF1,0.0,-0.64041626,-0.64041626,0.59041625
ENOX1,0.0,-0.4778158,-0.4778158,0.4278158
ENPP1,0.0,-0.380629,-0.380629,0.330629
ENPP4,0.0,-0.44025916,-0.44025916,0.39025915
ENPP5,0.0,-0.3943914,-0.3943914,0.34439138
ENSA,0.0,-0.36385262,-0.36385262,0.3138526
ENTHD1,0.0,-0.3933169,-0.3933169,0.34331688
ENTPD1,0.0,-0.61251074,-0.61251074,0.5625107
ENTPD2,0.0,-0.3620125,-0.3620125,0.3120125
ENTPD3,0.0,-0.49969116,-0.49969116,0.44969115
ENTPD5,0.0,-0.49702942,-0.49702942,0.4470294
ENTPD6,0.0,-0.79260415,-0.79260415,0.74260414
ENTPD7,0.0,-0.5072559,-0.5072559,0.4572559
ENTPD8,0.0,-0.39000285,-0.39000285,0.34000283
ENY2,0.0,-0.7361061,-0.7361061,0.6861061
EOGT,0.0,-0.49258655,-0.49258655,0.44258654
EOMES,0.0,-0.47042418,-0.47042418,0.42042416
EP300,0.0,-0.58637315,-0.58637315,0.53637314
EP400,0.0,-0.696916,-0.696916,0.646916
EP400NL,0.0,-0.40981084,-0.40981084,0.35981083
EPAS1,0.0,-0.6706234,-0.6706234,0.6206234
EPB41,0.0,-0.44641286,-0.44641286,0.39641285
EPB41L1,0.0,-0.6514732,-0.6514732,0.6014732
EPB41L4A,0.0,-0.44982904,-0.44982904,0.39982903
EPB41L4B,0.0,-0.54597586,-0.54597586,0.49597588
EPB41L5,0.0,-0.3887366,-0.3887366,0.3387366
EPC1,0.0,-0.5264201,-0.5264201,0.4764201
EPC2,0.0,-0.3834443,-0.3834443,0.3334443
EPDR1,0.0,-0.3315872,-0.3315872,0.28158718
EPG5,0.0,-0.41493952,-0.41493952,0.3649395
EPHA1,0.0,-0.6136739,-0.6136739,0.5636739
EPHA2,0.0,-0.49857593,-0.49857593,0.4485759
EPHA4,0.0,-0.35139155,-0.35139155,0.30139154
EPHA5,0.0,-0.34550166,-0.34550166,0.29550165
EPHA6,0.0,-0.40966085,-0.40966085,0.35966083
EPHA7,0.0,-0.3736481,-0.3736481,0.3236481
EPHA8,0.0,-0.3741765,-0.3741765,0.3241765
EPHB2,0.0,-0.39960152,-0.39960152,0.3496015
EPHB3,0.0,-0.52960914,-0.52960914,0.47960913
EPHB6,0.0,-0.39799073,-0.39799073,0.34799072
EPHX2,0.0,-0.44614935,-0.44614935,0.39614934
EPM2A,0.0,-0.4148108,-0.4148108,0.3648108
EPS15L1,0.0,-0.50190735,-0.50190735,0.45190737
EPS8L2,0.0,-0.3840651,-0.3840651,0.33406508
ERAP1,0.0,-0.48569265,-0.48569265,0.43569264
ERAS,0.0,-0.5064357,-0.5064357,0.45643568
ERBB2,0.0,-1.0132089,-1.0132089,0.96320885
ERBB4,0.0,-0.42114624,-0.42114624,0.37114623
ERCC1,0.0,-0.37981877,-0.37981877,0.32981876
ERCC2,0.0,-0.45638877,-0.45638877,0.40638876
ERCC4,0.0,-0.5720624,-0.5720624,0.52206236
ERCC5,0.0,-0.935926,-0.935926,0.885926
ERCC8,0.0,-0.49752784,-0.49752784,0.44752783
EREG,0.0,-0.41627088,-0.41627088,0.36627087
ERF,0.0,-0.5679411,-0.5679411,0.5179411
ERGIC3,0.0,-0.5621249,-0.5621249,0.5121249
ERI2,0.0,-0.4844659,-0.4844659,0.4344659
ERICH1,0.0,-0.7669432,-0.7669432,0.7169432
ERICH6,0.0,-0.33695325,-0.33695325,0.28695324
ERLIN1,0.0,-0.48139632,-0.48139632,0.4313963
ERLIN2,0.0,-0.6899503,-0.6899503,0.6399503
ERMARD,0.0,-0.8994591,-0.8994591,0.8494591
ERMP1,0.0,-0.5995685,-0.5995685,0.5495685
ERN1,0.0,-0.34924322,-0.34924322,0.2992432
ERN2,0.0,-0.38329098,-0.38329098,0.33329096
ERP29,0.0,-0.7448837,-0.7448837,0.6948837
ERP44,0.0,-0.40069792,-0.40069792,0.3506979
ERRFI1,0.0,-0.4366687,-0.4366687,0.38666868
ERVFRD-1,0.0,-0.4035149,-0.4035149,0.35351488
ESD,0.0,-0.7111034,-0.7111034,0.66110337
ESPL1,0.0,-0.77218753,-0.77218753,0.7221875
ESPN,0.0,-0.59515417,-0.59515417,0.54515415
ESR2,0.0,-0.42824078,-0.42824078,0.37824076
ESRP2,0.0,-0.43107802,-0.43107802,0.381078
ESRRA,0.0,-0.6172929,-0.6172929,0.56729287
ESRRG,0.0,-0.46986422,-0.46986422,0.4198642
ESYT2,0.0,-0.7255836,-0.7255836,0.6755836
ETFA,0.0,-0.48774272,-0.48774272,0.4377427
ETFB,0.0,-0.32859415,-0.32859415,0.27859414
ETFDH,0.0,-0.47609952,-0.47609952,0.4260995
ETHE1,0.0,-0.46046674,-0.46046674,0.41046673
ETNK1,0.0,-0.52525693,-0.52525693,0.47525692
ETNK2,0.0,-0.48475343,-0.48475343,0.43475342
ETS2,0.0,-0.6342959,-0.6342959,0.58429587
ETV1,0.0,-0.33109313,-0.33109313,0.28109312
ETV3,0.0,-0.5603464,-0.5603464,0.5103464
ETV4,0.0,-0.5695643,-0.5695643,0.5195643
ETV5,0.0,-0.5301155,-0.5301155,0.48011547
ETV6,0.0,-0.7209622,-0.7209622,0.6709622
ETV7,0.0,-0.39833593,-0.39833593,0.34833592
EVA1B,0.0,-0.56247175,-0.56247175,0.51247174
EVA1C,0.0,-0.47166115,-0.47166115,0.42166114
EVC2,0.0,-0.39985418,-0.39985418,0.34985417
EWSR1,0.0,-0.50243473,-0.50243473,0.45243472
EXD1,0.0,-0.34689605,-0.34689605,0.29689604
EXD2,0.0,-0.5973255,-0.5973255,0.5473255
EXD3,0.0,-0.4617169,-0.4617169,0.41171688
EXO1,0.0,-0.6531599,-0.6531599,0.6031599
EXO5,0.0,-0.93795663,-0.93795663,0.8879566
EXOC1,0.0,-0.86638385,-0.86638385,0.81638384
EXOC2,0.0,-0.39622262,-0.39622262,0.3462226
EXOC3,0.0,-0.93797195,-0.93797195,0.88797194
EXOC3L2,0.0,-0.48876384,-0.48876384,0.43876383
EXOC5,0.0,-0.7643606,-0.7643606,0.7143606
EXOC6,0.0,-0.5840606,-0.5840606,0.5340606
EXOG,0.0,-0.6675032,-0.6675032,0.61750317
EXOSC1,0.0,-0.55500257,-0.55500257,0.50500256
EXOSC3,0.0,-0.6480006,-0.6480006,0.5980006
EXOSC4,0.0,-0.72925186,-0.72925186,0.67925185
EXOSC5,0.0,-0.67629796,-0.67629796,0.62629795
EXOSC7,0.0,-0.6956445,-0.6956445,0.6456445
EXT1,0.0,-0.5876441,-0.5876441,0.5376441
EXT2,0.0,-0.6148597,-0.6148597,0.5648597
EXTL2,0.0,-0.5547771,-0.5547771,0.5047771
EXTL3,0.0,-0.643372,-0.643372,0.593372
EYA3,0.0,-0.49580836,-0.49580836,0.44580835
EZH2,0.0,-0.6783082,-0.6783082,0.6283082
EZR,0.0,-0.78965014,-0.78965014,0.73965013
F10,0.0,-0.38783577,-0.38783577,0.33783576
F2R,0.0,-0.71151876,-0.71151876,0.66151875
F2RL3,0.0,-0.4264853,-0.4264853,0.3764853
FAAH,0.0,-0.33708778,-0.33708778,0.28708777
FABP5,0.0,-0.24446517,-0.24446517,0.19446518
FADD,0.0,-0.5754112,-0.5754112,0.5254112
FADS1,0.0,-0.33096778,-0.33096778,0.28096777
FADS2,0.0,-0.37796766,-0.37796766,0.32796764
FADS3,0.0,-0.40940198,-0.40940198,0.35940197
FAF1,0.0,-0.5257151,-0.5257151,0.4757151
FAHD2B,0.0,-0.55106884,-0.55106884,0.50106883
FAIM,0.0,-0.33840814,-0.33840814,0.28840813
FAM104A,0.0,-0.53153676,-0.53153676,0.48153675
FAM104B,0.0,-0.42123812,-0.42123812,0.3712381
FAM107B,0.0,-0.48672485,-0.48672485,0.43672484
FAM110A,0.0,-0.68823844,-0.68823844,0.63823843
FAM110B,0.0,-0.43456504,-0.43456504,0.38456503
FAM111A,0.0,-0.6002946,-0.6002946,0.5502946
FAM114A1,0.0,-0.54768866,-0.54768866,0.49768868
FAM117A,0.0,-0.47849473,-0.47849473,0.42849472
FAM117B,0.0,-0.72701746,-0.72701746,0.67701745
FAM118A,0.0,-0.35627484,-0.35627484,0.30627483
FAM118B,0.0,-0.46051276,-0.46051276,0.41051275
FAM120A,0.0,-0.47232902,-0.47232902,0.422329
FAM120C,0.0,-0.5953217,-0.5953217,0.5453217
FAM124A,0.0,-0.4520185,-0.4520185,0.4020185
FAM131A,0.0,-0.5465273,-0.5465273,0.49652734
FAM131B,0.0,-0.38823897,-0.38823897,0.33823895
FAM131C,0.0,-0.36792427,-0.36792427,0.31792426
FAM133DP,0.0,-0.3445956,-0.3445956,0.2945956
FAM135B,0.0,-0.4477951,-0.4477951,0.39779508
FAM13C,0.0,-0.4423066,-0.4423066,0.3923066
FAM149A,0.0,-0.34016138,-0.34016138,0.29016137
FAM149B1,0.0,-0.34805682,-0.34805682,0.2980568
FAM151B,0.0,-0.35452956,-0.35452956,0.30452955
FAM160A2,0.0,-0.6051783,-0.6051783,0.5551783
FAM160B1,0.0,-0.6939099,-0.6939099,0.6439099
FAM161B,0.0,-0.4863637,-0.4863637,0.4363637
FAM163A,0.0,-0.6696122,-0.6696122,0.6196122
FAM166A,0.0,-0.48308825,-0.48308825,0.43308824
FAM166B,0.0,-0.33060503,-0.33060503,0.28060502
FAM168A,0.0,-0.5952385,-0.5952385,0.5452385
FAM168B,0.0,-0.5838728,-0.5838728,0.5338728
FAM169A,0.0,-0.33015385,-0.33015385,0.28015384
FAM171A1,0.0,-0.31554684,-0.31554684,0.26554683
FAM171A2,0.0,-0.33433557,-0.33433557,0.28433555
FAM171B,0.0,-0.3237961,-0.3237961,0.27379608
FAM172A,0.0,-0.5595434,-0.5595434,0.50954336
FAM178B,0.0,-0.37623456,-0.37623456,0.32623455
FAM181A,0.0,-0.42425096,-0.42425096,0.37425095
FAM183A,0.0,-0.48804802,-0.48804802,0.438048
FAM186A,0.0,-0.3495955,-0.3495955,0.29959548
FAM193A,0.0,-0.51010567,-0.51010567,0.46010566
FAM193B,0.0,-0.40132636,-0.40132636,0.35132635
FAM200B,0.0,-0.42562765,-0.42562765,0.37562764
FAM201A,0.0,-0.31567138,-0.31567138,0.26567137
FAM204A,0.0,-0.6158921,-0.6158921,0.5658921
FAM20B,0.0,-0.6314226,-0.6314226,0.58142257
FAM20C,0.0,-0.35904965,-0.35904965,0.30904964
FAM210A,0.0,-0.7241366,-0.7241366,0.6741366
FAM210B,0.0,-0.5244253,-0.5244253,0.47442532
FAM216A,0.0,-0.49254745,-0.49254745,0.44254744
FAM217A,0.0,-0.31688184,-0.31688184,0.26688182
FAM217B,0.0,-0.477085,-0.477085,0.42708498
FAM219A,0.0,-0.7088396,-0.7088396,0.6588396
FAM21C,0.0,-0.48989874,-0.48989874,0.43989873
FAM21EP,0.0,-0.381199,-0.381199,0.331199
FAM221A,0.0,-0.6347876,-0.6347876,0.5847876
FAM221B,0.0,-0.35671845,-0.35671845,0.30671844
FAM222A,0.0,-0.56128246,-0.56128246,0.51128244
FAM222B,0.0,-0.870089,-0.870089,0.820089
FAM227A,0.0,-0.4404477,-0.4404477,0.39044768
FAM227B,0.0,-0.39682072,-0.39682072,0.3468207
FAM229B,0.0,-0.37193108,-0.37193108,0.32193106
FAM24B,0.0,-0.42259383,-0.42259383,0.37259382
FAM47A,0.0,-0.42413303,-0.42413303,0.37413302
FAM47B,0.0,-0.3696038,-0.3696038,0.3196038
FAM50A,0.0,-0.59005886,-0.59005886,0.54005885
FAM50B,0.0,-0.31191286,-0.31191286,0.26191285
FAM53A,0.0,-0.45819795,-0.45819795,0.40819794
FAM53B,0.0,-0.5505625,-0.5505625,0.5005625
FAM63A,0.0,-0.41686377,-0.41686377,0.36686376
FAM69A,0.0,-0.4127698,-0.4127698,0.36276978
FAM69B,0.0,-0.39564228,-0.39564228,0.34564227
FAM69C,0.0,-0.35570073,-0.35570073,0.30570072
FAM76B,0.0,-0.6815047,-0.6815047,0.6315047
FAM78A,0.0,-0.47210506,-0.47210506,0.42210504
FAM78B,0.0,-0.4209537,-0.4209537,0.37095368
FAM83B,0.0,-0.43187988,-0.43187988,0.38187987
FAM83C,0.0,-0.5177889,-0.5177889,0.4677889
FAM83D,0.0,-0.52561927,-0.52561927,0.47561926
FAM83F,0.0,-0.47538415,-0.47538415,0.42538413
FAM83G,0.0,-0.364148,-0.364148,0.31414798
FAM86C1,0.0,-0.3976682,-0.3976682,0.3476682
FAM86C2P,0.0,-0.43229166,-0.43229166,0.38229164
FAM86EP,0.0,-0.39735386,-0.39735386,0.34735385
FAM8A1,0.0,-0.45103914,-0.45103914,0.40103912
FAM91A1,0.0,-0.5262478,-0.5262478,0.4762478
FAM98C,0.0,-0.4355287,-0.4355287,0.38552868
FAN1,0.0,-0.6188174,-0.6188174,0.5688174
FANCA,0.0,-0.44446915,-0.44446915,0.39446914
FANCB,0.0,-0.60505915,-0.60505915,0.55505913
FANCC,0.0,-0.39345974,-0.39345974,0.34345973
FANCD2,0.0,-0.976813,-0.976813,0.926813
FANCL,0.0,-0.55026376,-0.55026376,0.50026375
FANCM,0.0,-0.41779703,-0.41779703,0.36779702
FANK1,0.0,-0.6721895,-0.6721895,0.62218946
FAR1,0.0,-0.57350516,-0.57350516,0.52350515
FAR2P2,0.0,-0.4323723,-0.4323723,0.3823723
FARP1,0.0,-0.59007436,-0.59007436,0.54007435
FARS2,0.0,-0.5258034,-0.5258034,0.47580338
FASTK,0.0,-0.54497886,-0.54497886,0.49497885
FASTKD3,0.0,-0.50189155,-0.50189155,0.45189157
FASTKD5,0.0,-0.75347435,-0.75347435,0.70347434
FAT4,0.0,-0.36966622,-0.36966622,0.3196662
FAU,0.0,-0.53725046,-0.53725046,0.48725045
FBF1,0.0,-0.38656157,-0.38656157,0.33656156
FBLIM1,0.0,-0.32540458,-0.32540458,0.27540457
FBLL1,0.0,-0.45696232,-0.45696232,0.4069623
FBLN1,0.0,-0.5271477,-0.5271477,0.4771477
FBLN2,0.0,-0.55183893,-0.55183893,0.5018389
FBN1,0.0,-0.582001,-0.582001,0.53200096
FBN2,0.0,-0.42119533,-0.42119533,0.37119532
FBN3,0.0,-0.49322963,-0.49322963,0.44322962
FBRS,0.0,-0.6088651,-0.6088651,0.5588651
